Item name,Quantity,Unit of Measure,,Min.Quantity
"Flange OD116Mm ID19Mm (1/2"") Material: Bronze",4.00,,,2.00
"Flange OD116Mm ID30Mm (1"") Material:MS",2.00,,,1.00
"Flange OD116Mm ID30Mm (1"") Material:MS",5.00,,,2.00
"Flange OD122Mm ID24Mm (1"") Material:MS",3.00,,,1.00
"Flange OD124Mm ID34Mm (11/4"") Material: Bronze",2.00,,,1.00
"Flange OD125Mm ID48Mm (2"") Material: Bronze",2.00,,,2.00
"Flange OD125Mm ID50Mm (2"") Material MS",1.00,,,0.00
"Flange OD125Mm ID50Mm (2"") Material:MS",4.00,,,2.00
"Flange OD125Mm ID50Mm (2"") Material:MS",7.00,,,3.00
"Flange OD125Mm ID50Mm (2"") Material:SS",1.00,,,0.00
"Flange OD125Mm ID50Mm (2"") Material:SS",3.00,,,2.00
"Flange OD126Mm ID45Mm (11/2"") Material:MS",80.00,,,10.00
"Flange OD126Mm ID50Mm (2"") Material:MS",7.00,,,3.00
"Flange OD128Mm ID116Mm (4"") Material:SS",1.00,,,0.00
"Flange OD138Mm ID25Mm (1"") Material:MS",1.00,,,0.00
"Flange OD138Mm ID35Mm (11/4"")",2.00,,,1.00
"Flange OD140Mm ID35Mm (11/4"") Material:MS",3.00,,,2.00
"Flange OD140Mm ID38Mm (11/4"") Material:MS",2.00,,,1.00
"Flange OD140Mm ID38Mm (11/4"") Material:MS",2.00,,,2.00
"Flange OD1485Mm ID360Mm (14"") Material:GI",0.00,,,0.00
"Flange OD148Mm ID46Mm (11/2"") Material: Bronze",4.00,,,2.00
"Flange OD148Mm ID50Mm (2"") Material: Bronze",1.00,,,0.00
"Flange OD150Mm ID40Mm (11/2"") Material:SS",7.00,,,3.00
"Flange OD150Mm ID62Mm (2"") Material:MS",1.00,,,0.00
"Flange OD150Mm ID62Mm (2"") Material:MS",1.00,,,0.00
"Flange OD152 ID58Mm (2"") Material: Bronze",2.00,,,1.00
"Flange OD152Mm ID20Mm (2"") Material: Bronze",2.00,,,1.00
"Flange OD152Mm ID28Mm (1"") Material:SS",18.00,,,4.00
"Flange OD152Mm ID48Mm (2"") Material:SS",1.00,,,0.00
"Flange OD152Mm ID50Mm (2"") Material:SS",12.00,,,4.00
"Flange OD152Mm ID60Mm (2"") Material: Bronze",4.00,,,2.00
"Flange OD152Mm ID60Mm (2"") Material:MS",2.00,,,1.00
"Flange OD152Mm ID60Mm (2"") Material:MS",7.00,,,3.00
"Flange OD152Mm ID62Mm (2"") Material:Bronze",18.00,,,5.00
"Flange OD152Mm ID62Mm (2"") Material:MS",16.00,,,5.00
"Flange OD155Mm ID38Mm (11/4"") Material:MS",6.00,,,3.00
"Flange OD155Mm ID40Mm (11/2"") Material:SS",4.00,,,2.00
"Flange OD155Mm ID52Mm (2"") Material: Bronze",5.00,,,2.00
"Flange OD156Mm ID60Mm (2"") Material:MS",4.00,,,2.00
"Flange OD162Mm ID52Mm (2"") Material:MS",2.00,,,1.00
"Flange OD163Mm ID50Mm (2"") Material:SS",2.00,,,1.00
"Flange OD164Mm ID50Mm (2"") material:SS",2.00,,,1.00
"Flange OD165Mm ID52Mm (2"") Material:MS",4.00,,,2.00
"Flange OD170Mm ID162Mm (6"") Material:MS",1.00,,,0.00
"Flange OD175Mm ID74Mm (21/2"") Material:MS",2.00,,,1.00
"Flange OD178Mm ID44Mm (11/2"") Material:MS",1.00,,,1.00
"Flange OD178Mm ID75Mm (21/2"") Material: Bronze",13.00,,,4.00
"Flange OD180Mm ID74Mm (21/2"") Material:MS",2.00,,,1.00
"Flange OD180Mm ID74Mm (21/2"") Material:MS",4.00,,,2.00
"Flange OD186Mm ID77Mm (21/2"") Material:MS",3.00,,,2.00
"Flange OD188Mm ID90Mm (3"") Material:MS",3.00,,,2.00
"Flange OD188Mm ID90Mm (3"") Material:MS",3.00,,,1.00
"Flange OD190Mm ID85Mm (3"") Material:MS",1.00,,,0.00
"Flange OD190Mm ID88Mm (3"") Material:SS",1.00,,,0.00
"Flange OD190Mm ID88Mm (3"") Material:SS",5.00,,,3.00
"Flange OD190Mm ID90Mm (3"") Material:MS",2.00,,,1.00
"Flange OD190Mm ID90Mm (3"") Material:MS",3.00,,,2.00
"Flange OD190Mm ID90Mm (3"") Material:MS",6.00,,,3.00
"Flange OD192Mm ID82Mm (3"") Material:GI",3.00,,,2.00
"Flange OD200Mm ID92Mm (3"") Material:GI",2.00,,,1.00
"Flange OD200Mm ID92Mm (3"") Material:GI",4.00,,,2.00
"Flange OD208Mm ID78Mm (21/2"") Material:SS",2.00,,,1.00
"Flange OD210Mm ID115Mmm (4"")",21.00,,,5.00
"Flange OD216 ID115Mm (4"") Material:Bronze",136.00,,,10.00
"Flange OD216Mm ID115Mm (4"") Material:MS",19.00,,,6.00
"Flange OD218Mm ID116Mm (4"") Material:MS",11.00,,,4.00
"Flange OD220Mm ID100Mm (4"") Material:MS",1.00,,,0.00
"Flange OD220Mm ID105Mm (4"") Material:MS",1.00,,,1.00
"Flange OD220Mm ID115Mm (4"") Material:SS",3.00,,,2.00
"Flange OD250Mm ID142Mm (5"") Material:MS",2.00,,,1.00
"Flange OD252Mm ID142Mm (5"") Material:MS",1.00,,,0.00
"Flange OD255Mm ID125Mm (5"") Material:Bronze",1.00,,,0.00
"Flange OD255Mm ID142Mm (5"") Material:MS",1.00,,,0.00
"Flange OD255Mm ID142Mm (5"") Material:MS",6.00,,,2.00
Flange OD255mm ID125Mm Material: Bronze,6.00,,,2.00
"Flange OD265Mm ID160Mm (6"") Material:MS",2.00,,,1.00
"Flange OD268Mm ID162Mm (6"")",5.00,,,2.00
"Flange OD278Mm ID170Mm (6"") Material:MS",2.00,,,1.00
"Flange OD280Mm ID170Mm (6"") Material:GI",1.00,,,0.00
"Flange OD310Mm ID86Mm (3"") Material: Bronze",2.00,,,1.00
"Flange OD320Mm ID190Mm (6"") Material:GI",1.00,,,0.00
"Flange OD340Mm ID222Mm (8"") Material: Bronze",6.00,,,3.00
"Flange OD340Mm ID222Mm (8"") Material:MS",4.00,,,2.00
"Flange OD340Mm ID222Mm (8"") Material:SS",1.00,,,0.00
"Flange OD342Mm ID222Mm (8"") Material: Bronze",2.00,,,1.00
"Flange OD342Mm ID222Mm (8"") Material:MS",2.00,,,1.00
"Flange OD345Mm ID220Mm (8"") Material:MS",2.00,,,1.00
"Flange OD345Mm ID225Mm (8"") Material MS",2.00,,,1.00
"Flange OD380Mm ID218Mm (8"") Material:MS",2.00,,,1.00
"Flange OD380Mm ID222Mm (8"") Material:MS",2.00,,,1.00
"Flange OD405Mm ID274Mm (10"") Material:SS",5.00,,,2.00
"Flange OD405Mm ID275Mm (10"") Material: Bronze",2.00,,,1.00
"Flange OD405Mm ID275Mm (10"") Material:Bronze",1.00,,,0.00
"Flange OD405Mm ID275Mm (10"") Material:MS",13.00,,,4.00
"Flange OD405Mm ID275Mm (10"") Material:MS (Used)",6.00,,,3.00
"Flange OD405Mm ID275Mm (10"") Material:SS",1.00,,,0.00
"Flange OD405Mm ID275Mm (10"") Material:SS",2.00,,,1.00
"Flange OD405Mmm ID295Mm (10"") Material:GI",13.00,,,3.00
"Flange OD406Mm ID275Mm (10"") Material:MS",4.00,,,2.00
"Flange OD444Mm ID275Mm (10"") Material:MS",2.00,,,1.00
"Flange OD482Mm ID325Mm (12"") Material:MS",6.00,,,2.00
"Flange OD482Mm ID328Mm (12"") Material Bronze",1.00,,,0.00
"Flange OD490Mm ID328Mm (12"") Material:MS",2.00,,,1.00
"Flange OD532Mm ID358Mm (14"") Material: Bronze",1.00,,,0.00
"Flange OD86Mm ID13Mm (1/2"") Material:SS",3.00,,,2.00
"Flange OD98Mm ID18Mm (1/2"") Material:SS",2.00,,,1.00
Flange PN 40 DN25 P250GH 76733 Material:MS,40.00,,,10.00
"Flange and pipe 12""",1.00,,,0.00
Flange sealant SI 596,15.00,,,3.00
Flange shaft Pn. 392654,3.00,,,2.00
Flange with impulse line,1.00,,,0.00
Flange with impulse line,1.00,,,0.00
"Flange with pipe 5""  Material:MS",1.00,,,0.00
"Flange with threaded whole 4"" Pno:16S235JR Material:SS",5.00,,,2.00
Flanged housing unit. Pn UKF213+H2313,7.00,,,4.00
Flat bar 16x100x60,3.00,,,1.00
Flat headed allen bolt M12x20Mm Material:SS,6.00,,,3.00
Flat headed allen bolt M12x30Mm Material:GI,68.00,,,10.00
Flat headed allen bolt M12x50Mm Material:GI,8.00,,,5.00
Flat headed bolt M10x45Mm Material:SS,33.00,,,5.00
Flat headed screw M12x25Mm Material:MS,16.00,,,4.00
Flat headed screw M6x25Mm Material:GI,387.00,,,10.00
Flat washer for caterpillar. Pn 5P-8248,0.00,,,0.00
Fleet guard fuel filter FF5052,0.00,,,1.00
Flexibel hose OD12xID8Mm,1.00,,,0.00
Flexibel hose OD12xID8Mm,3.00,,,1.00
Flexibel hose OD16xID12Mm,27.00,,,5.00
Flexible cable hose ÿ32Mm,50.00,,,5.00
Flexible hose OD19Mm length 2000Mm,10.00,,,2.00
Flexible hose OD25Mm length 1500Mm,4.00,,,2.00
Flexible hose OD25Mm length 4500Mm,1.00,,,0.00
Flexible hose OD25Mm length 5000Mm,1.00,,,0.00
"Flexible hose OD30, lengt 1600Mm",3.00,,,2.00
"Flexible hose OD30, lengt 750Mm",8.00,,,0.00
Flexible hose socket,12.00,,,3.00
Flexible hydraulic hose. 8.6 x 4.0 BP min. 840 bar. 15 Meters,3.00,,,2.00
Flexible level float hose,1.00,,,0.00
Flexible level float hose. 9 Metres,2.00,,,1.00
Flexible pipe for toilet,0.00,,,0.00
Flexible plastic hose (used),25.00,,,5.00
Flexible tube/pipe for chlorine,10.00,,,4.00
Flexitallic gasket 3 Inches (Used),5.00,,,3.00
Flexitallic gasket 4 Inches. 150 ASME B16.20 (Used),22.00,,,0.00
Flexitallic gasket 8 Inches. 150 ASME B16.20 (Used),1.00,,,0.00
Flexitallic gasket FG-SEL 304L OR\IR ÿ124Mmxÿ63Mm,10.00,,,2.00
Flight chain conveyor 2,3.00,,,1.00
Float,1.00,,,0.00
Float level control,2.00,,,2.00
Flow arrow tape,10.00,,,5.00
Flow arrow tape,40.00,,,10.00
Flow arrow tape,45.00,,,10.00
Flow arrow tape,50.00,,,20.00
Flow control valve G1\2 NBR,2.00,,,0.00
Flow indicator fan,31.00,,,10.00
Fluid control needle valve,2.00,,,1.00
Fluke multimeter probe,1.00,,,0.00
Fluorescent leak detection powder,25.00,,,0.00
Foam deflector NFD-65,1.00,,,1.00
Foot valve for pontoon,3.00,,,2.00
Foundation bolt M10x100Mm Material:GI,36.00,,,6.00
Foundation bolt M16x310Mm Material:GI,10.00,,,4.00
Foundation nut bolt T shaped M16x300Mm Material:MS,11.00,,,3.00
Friction lining  132816256,4.00,,,1.00
Friction lining 132816256,4.00,,,2.00
Friction lining 133056634,5.00,,,2.00
Friction pad with screw,4.00,,,2.00
Front bearing support AT-ET 50. Pn090-0005,2.00,,,3.00
Front glass. Pn 545-7382,0.00,,,1.00
Fuel discharge nozzle (used but working),1.00,,,1.00
Fuel filter,2.00,,,0.00
Fuel filter Cartridge. Pn V837086374,14.00,,,10.00
Fuel filter element 01030 KW34\18,6.00,,,3.00
Fuel filter for JCB. Pn 320/A7001,4.00,,,2.00
Fuel filter for caterpillar. Pn 360-8960,0.00,,,0.00
Fuel filter kit for Valtra tractors. Pn V837091436,14.00,,,4.00
Fuel filter. Pn 360-8960,3.00,,,3.00
Fuel filter. Pn 360-8960,26.00,,,10.00
Fuel/water separator for caterpillar. Pn 311-3901,0.00,,,0.00
"Full coupling 1"" Material:GI",30.00,,,8.00
"Full coupling 1-1/2"" Material:GI",25.00,,,6.00
"Full coupling 1-1/2"" Material:GI",48.00,,,8.00
"Full coupling 1-1/4"" Material:GI",24.00,,,5.00
"Full coupling 1-1/4"" Material:GI",30.00,,,8.00
"Full coupling 1-1/4"" Material:MS",8.00,,,4.00
"Full coupling 1/2"" Material:MS",2.00,,,1.00
"Full coupling 1/2"" Material:MS",8.00,,,4.00
"Full coupling 2"" Material:GI",9.00,,,5.00
"Full coupling 2"" Material:GI",11.00,,,4.00
"Full coupling 2"" Material:GI",14.00,,,5.00
"Full coupling 2"" Material:MS",6.00,,,3.00
"Full coupling 2-1/2"" Material:GI",10.00,,,5.00
"Full coupling 2-1/2"" Material:MS",6.00,,,3.00
"Full coupling 3"" Material:GI",1.00,,,0.00
"Full coupling 3"" Material:GI",1.00,,,0.00
"Full coupling 3"" Material:GI",20.00,,,8.00
"Full coupling 3"" Material:GI",30.00,,,10.00
"Full coupling 4"" Material:GI",10.00,,,5.00
"Full coupling ÿ100Mm (4"") Material:GI",6.00,,,4.00
"Fuse 415V, 4A",10.00,,,4.00
"Fuse 415V, 6A",12.00,,,4.00
Fuse 690V 350A,2.00,,,1.00
Fuse combination switch,2.00,,,1.00
"Fuse holder 500V, 20A",10.00,,,4.00
"Fuse holder 550V, 20A",10.00,,,4.00
Fuse holder 690V,6.00,,,3.00
Fuse link. type 40A,4.00,,,3.00
Fuse puller,1.00,,,0.00
Fuse puller,1.00,,,0.00
"Fuse, 415V, 4A",20.00,,,5.00
"Fuse, 415V, 6A",48.00,,,5.00
"Fuse, 500V, 250A",9.00,,,4.00
"Fuse, 550V, 4A",10.00,,,4.00
"Fuse, 690V, 10A",10.00,,,4.00
"Fuse, 690V, 15A",10.00,,,4.00
"Fuse, 690V, 4A",29.00,,,5.00
"Fuse, 690V, 63A",10.00,,,4.00
G1RF-HDVM,2.00,,,1.00
"GALV sealing wire (rope) Dia 6Mm, length 250M",500.00,,,10.00
GCEM 1.8m probe optic kit,1.00,,,0.00
"GF typ514 11/2"" diaphragm valve (used)",2.00,,,0.00
"GF typ514 diaphragm valve 1""DN25",2.00,,,1.00
"GI elbow 6"" 90∞",1.00,,,0.00
GI nut bolts with washers M24x150Mm,24.00,,,10.00
GI nut bolts with washers M26x130Mm,72.00,,,10.00
GI pipe coupling,32.00,,,10.00
"GID:2110002649-gearbox for side mntd H/W for CV 4""#2500.EXT",1.00,,,0.00
GRB blind flange,2.00,,,1.00
"GRB blind flange 11/2""",1.00,,,0.00
GRB blind flange ÿ80Mm,2.00,,,1.00
GRP blind flange 260Mm,1.00,,,0.00
"GRP elbow 18∞, 250Mm",1.00,,,0.00
"GRP elbow 39∞, 250Mm",1.00,,,0.00
GRP flange 100Mm,2.00,,,1.00
"GRP flange 10∞, 250Mm",1.00,,,0.00
GRP flange 150Mm,2.00,,,1.00
GRP flange 15Mm,8.00,,,4.00
GRP flange 200Mm,4.00,,,2.00
GRP flange 200Mm,24.00,,,10.00
"GRP flange 20∞, 250Mm",1.00,,,0.00
GRP flange 250Mm,2.00,,,1.00
GRP flange 400Mm,2.00,,,1.00
GRP flange 50Mm,11.00,,,5.00
GRP flange 80Mm,1.00,,,0.00
"GRP flange 90∞, 100Mm",1.00,,,0.00
GRP tee 250Mm,7.00,,,3.00
"GS cable gland 19Mm 3/4""",42.00,,,20.00
"GSKT - Spiral wound 401G 2"", 3"". VNA01533A-6A",4.00,,,2.00
"GSKT - spiral wound 501G 3""",4.00,,,1.00
GT transformer online gas analyzer battery,2.00,,,2.00
"Galvanized cable clamp 3/4""",139.00,,,50.00
"Galvanized conduit saddles 1""",341.00,,,50.00
"Galvanized conduit saddles 1/2"", 12Mm",4140.00,,,100.00
"Galvanized conduit saddles 3/4""",30.00,,,15.00
Galvanized earthing clamp,195.00,,,20.00
Galvanized earthing clamp,328.00,,,50.00
Galvanized earthing clamp,265.00,,,20.00
Galvanized steel wire rope,60.00,,,10.00
Galvanometer (used),1.00,,,0.00
Gardening scissors,1.00,,,1.00
Gas cutting nozzle,8.00,,,3.00
Gas detector,1.00,,,0.00
Gas regulator,2.00,,,1.00
Gas sensor (used),1.00,,,0.00
Gas spring,1.00,,,1.00
Gasket,3.00,,,1.00
Gasket,5.00,,,3.00
"Gasket - 5"" 150.",8.00,,,3.00
"Gasket 10"" X150 316L ASME B16.20 ( Used)",1.00,,,0.00
Gasket 145x170x3Mm,1.00,,,0.00
Gasket 175x250x0.3Mm,4.00,,,2.00
Gasket 196x223x3Mm,1.00,,,0.00
Gasket 250x280c3Mm,1.00,,,0.00
Gasket 273x292x0.5Mm,5.00,,,2.00
Gasket 277x344x2Mm,2.00,,,1.00
"Gasket 3"" 150. Wbs:100308185-0010",4.00,,,2.00
Gasket 400x450x1Mm,3.00,,,2.00
Gasket 403.5x381x4.5 for HGC 4\1 +08 pump.  PO:4507662590,8.00,,,2.00
"Gasket 6"" SS316 B16.20 (Used)",2.00,,,0.00
"Gasket 6""x150\8.18.20SS304 (Used)",2.00,,,0.00
Gasket 660x715x2Mm,6.00,,,3.00
Gasket 665x700x2Mm,1.00,,,0.00
"Gasket 8"" 150 Wbs:100308185-0010",3.00,,,1.00
Gasket ADN200CL 150,6.00,,,2.00
Gasket ASME R16.20 316L (Used),15.00,,,0.00
Gasket DPSC 0257 (Used),1.00,,,0.00
Gasket Dia 40Mm,4.00,,,2.00
"Gasket NRBC valve 1/2""",20.00,,,5.00
Gasket NRBC valve50D (Used),50.00,,,10.00
Gasket SN500000708005-006,2.00,,,0.00
Gasket and seat ring for feed water flow control valve,1.00,,,0.00
Gasket for 328.5x306x4.5 HGC 4/1 + 08 pump. PN: 4507662590,3.00,,,1.00
"Gasket for feed water flow control, BODY 400084252-826",1.00,,,0.00
Gasket for soot blowing stem pressure control,1.00,,,0.00
Gasket for spray water flow control,1.00,,,0.00
Gasket for valve body FIG,2.00,,,0.00
Gasket lance tube 395610-1137,2.00,,,1.00
"Gasket sheet 0.8Mm 3Mm ,3.2Mm & 5.5mm",0.00,,,0.00
Gasket sheet 4Mm thickness,0.00,,,0.00
Gasket sheet 5Mm thickness,0.00,,,0.00
Gasket sheet 6Mm thickness,0.00,,,0.00
Gasket with whole 150x115x0.3MmPno:222271101,1.00,,,0.00
Gasket with whole 60.5x33x1Mm. pno:22297240,1.00,,,0.00
"Gasket, Tec-ring for feed water flow control valve",1.00,,,0.00
"Gasket, seat ring for soot blowing steam pressure control",2.00,,,0.00
Gasket-oil filling plug 37402-00,2.00,,,1.00
Gate lock,8.00,,,2.00
"Gate valve 1""",3.00,,,2.00
"Gate valve 1-1/2""",2.00,,,1.00
"Gate valve 1-1/4""",3.00,,,2.00
"Gate valve 1-1/4""",12.00,,,6.00
"Gate valve 1-1/4""",12.00,,,6.00
"Gate valve 1-1/4"" (used)",1.00,,,0.00
"Gate valve 1-1/4"" (used)",3.00,,,2.00
"Gate valve 1-1/4"" (used)",5.00,,,3.00
"Gate valve 1-1/4"" without handle",1.00,,,0.00
"Gate valve 1/2""",12.00,,,4.00
"Gate valve 2""",1.00,,,0.00
"Gate valve 2""",2.00,,,1.00
"Gate valve 2""",2.00,,,1.00
"Gate valve 2-1/2""",2.00,,,1.00
"Gate valve 3""",2.00,,,1.00
"Gate valve 3/4""",1.00,,,0.00
"Gate valve 4""",3.00,,,2.00
"Gate valve 6""",2.00,,,1.00
"Gate valve 8""",1.00,,,0.00
Gear box (used),1.00,,,0.00
"Gear box for side MNTD H/W CV 4"".M4A-AM180061-003",1.00,,,0.00
Gear fastener B2K,1.00,,,0.00
Gear motor assembly for sand receiver bin screw,2.00,,,0.00
Gearbox AT series (used),1.00,,,0.00
Geared MTR220-250V AC/DC (50-60Hz),1.00,,,0.00
Geetech 3V power supply,1.00,,,1.00
Geotextile,3.00,,,1.00
Gevitro TWS gear oil VG-460,187.00,,,50.00
Givetro GL-5 gear oil,40.00,,,20.00
Glads fiber wire ÿ5 length 7M,1.00,,,0.00
"Gland (bush) 10""1500SPL, GA/PS S17+1029+104",1.00,,,1.00
"Gland packing 1""stem NA-701. 550AM-1151-3B",4.00,,,2.00
"Gland packing 1""stem NA707. 550AM-1151-PY",11.00,,,4.00
Gland packing gate valve(05-06),1.00,,,1.00
Gland packing ÿ14. VNB10248-18,16.00,,,6.00
Gland plate for electrical panel,4.00,,,2.00
Gland plate for electrical panel,8.00,,,4.00
Gland plate for electrical panel,8.00,,,4.00
Gland plate for electrical panel (big),10.00,,,5.00
Gland plate for electrical panel (middle sized),11.00,,,5.00
Glass fuse 10A,10.00,,,4.00
Glass fuse 1A. Big size,10.00,,,4.00
"Glass fuse 24V, 150Ma",6.00,,,3.00
"Glass fuse 24V, 500Ma",9.00,,,4.00
"Glass fuse 250V, 150Ma. Big size",10.00,,,4.00
"Glass fuse 250V, 1A",60.00,,,10.00
"Glass fuse 250V, 2A",38.00,,,3.00
"Glass fuse 250V, 500Ma. Big size",10.00,,,5.00
Glass fuse 500mA,98.00,,,0.00
"Glass sight, EBS-SGG-50 for start up burners",4.00,,,0.00
Glass tube,4.00,,,2.00
Glass tube 16Mm,17.00,,,1.00
Glass tube 25Mm,1.00,,,0.00
"Globe 1-1/2"" (used)",2.00,,,1.00
"Globe vale 1/2""",0.00,,,0.00
"Globe vale 1/2""",4.00,,,1.00
"Globe vale 11/4""",6.00,,,3.00
"Globe vale 2"" without handle (used)",1.00,,,0.00
"Globe vale 3/4""",1.00,,,0.00
"Globe vale 3/4""",1.00,,,0.00
"Globe vale 3/4""",1.00,,,0.00
"Globe vale 3/4""",3.00,,,2.00
"Globe vale 3/4""",8.00,,,4.00
"Globe vale 3/4""",10.00,,,5.00
"Globe vale 3/4""",69.00,,,10.00
"Globe vale 31/64""",4.00,,,2.00
"Globe valve 1""",1.00,,,0.00
"Globe valve 1""",1.00,,,0.00
"Globe valve 1""",4.00,,,2.00
"Globe valve 1""",6.00,,,3.00
"Globe valve 1-1/4""",1.00,,,0.00
"Globe valve 1-1/4""",1.00,,,0.00
"Globe valve 1-1/4""",2.00,,,1.00
"Globe valve 1-1/4""",3.00,,,2.00
"Globe valve 1-1/4""",4.00,,,2.00
"Globe valve 1-1/4"" with out handle",3.00,,,2.00
"Globe valve 1/2""",1.00,,,0.00
"Globe valve 1/2""",2.00,,,1.00
"Globe valve 1/2""",3.00,,,2.00
"Globe valve 1/2""",64.00,,,15.00
"Globe valve 2""",1.00,,,0.00
"Globe valve 2""",3.00,,,2.00
"Globe valve 2""",4.00,,,2.00
"Globe valve 2""",7.00,,,3.00
"Globe valve 2"" (used)",1.00,,,0.00
"Globe valve 2-1/2""",1.00,,,0.00
"Globe valve 3/4""",4.00,,,2.00
"Globe valve 4""",1.00,,,0.00
"Globe valve 6""",1.00,,,0.00
Glycerin,7.00,,,3.00
Gran-sorb,1.00,,,0.00
"Graphite gasket 2""",4.00,,,2.00
"Graphite gasket ID255, OD325",1.00,,,0.00
Graphite gasket ÿ70xÿ34.5x2Mm (Used),2.00,,,0.00
Graphite packing 10Mm,7.00,,,3.00
Graphite packing Pno:351181-010A,120.00,,,20.00
Graphite packing gland,1.00,,,0.00
Graphite ring 178x163x15 Po:40050007931,1.00,,,0.00
Graphite ring 182x210x20,1.00,,,0.00
Graphite ring 55x40x7.5. Po:40050011118,7.00,,,2.00
Graphite ring 55x40x7.5. pno:40050011118,7.00,,,3.00
Grating clamp,945.00,,,100.00
Gravity disc 30Mm. CFP103LSK,2.00,,,0.00
Gravity disc 46. CFP103LSK,2.00,,,0.00
Gravity disc 47.5.  XFP103LSK,2.00,,,0.00
Gravity disc 49. CFP103LSK,2.00,,,0.00
Gravity disc 51. CFP103LSK,1.00,,,0.00
Gravity disc 54. CFP103LSK,2.00,,,0.00
Gravity disc 58. CFP103LSK,2.00,,,0.00
Gravity disc 63. CFP103LSK,1.00,,,1.00
Gravity disc 69. CFP103LSK,2.00,,,0.00
Greasing hose,1.00,,,2.00
Greasing nipple,8.00,,,3.00
Greasing nipple M10,19.00,,,5.00
Greasing nipple M8,17.00,,,5.00
Greasing nipple and fitting 6Mm,5.00,,,3.00
Greasing nipple connector for grease pump,2.00,,,2.00
Green panel lamp,4.00,,,2.00
Grey RTV silicone,3.00,,,5.00
Grid nozzle 5Mm,49.00,,,0.00
Grooved pin. Pn 114-0358,8.00,,,4.00
Grounding cable,7.00,,,3.00
Groved pin for caterpillar. Pn 114-0358,0.00,,,0.00
Grundfoss gear oil,25.50,,,0.00
H Limb,1.00,,,0.00
H.T para tape,12.00,,,4.00
HCH bearing 608RS,0.00,,,5.00
HCH bearing 609-2RS,4.00,,,2.00
HCH bearing 6200-2RS,1.00,,,0.00
HCH bearing 6202-2RS,2.00,,,1.00
HDMI cable,1.00,,,1.00
"HDPE blind flange 8""",2.00,,,1.00
HDPE end cap ÿ100Mm,5.00,,,3.00
HDPE flange DN250,5.00,,,3.00
"HDPE joint flange 11/2""",1.00,,,0.00
"HDPE joint flange 2""",5.00,,,3.00
"HDPE joint flange 3""",3.00,,,2.00
"HDPE joint flange 4""",1.00,,,0.00
"HDPE joint flange 6""",2.00,,,1.00
"HDPE pipe fitting 2""",3.00,,,2.00
HDPE pipe fitting ID220Mm OD280Mm,2.00,,,1.00
"HDPE socket 11/4""",20.00,,,5.00
HDPE stubend BW. OD90Mm PN10,4.00,,,0.00
"HDPE tee ÿ40Mm 11/44""",7.00,,,3.00
HFD card,1.00,,,1.00
HID iclass seos card 1 to 500,500.00,,,0.00
HP ProLiant DL360P Gen 8 server,1.00,,,1.00
HP large format printer,1.00,,,0.00
HPN 043 SSW SNUBBER,1.00,,,1.00
HPN 207 3PH CHARGER,1.00,,,1.00
HPN 381 SMPS STD CARD,1.00,,,1.00
HPS control valve,1.00,,,0.00
HPW 006 RECTIFIER SNUBBER,2.00,,,1.00
HPW 043 DC BUS 440V SENSING CARD,1.00,,,1.00
"HRC fuse, 160A, 500V",10.00,,,4.00
HRD 047 GATE DRIVER IGBT 300A,1.00,,,1.00
HRD 238 SMPS FOR CNTL,1.00,,,1.00
HRD 333 BATT EARTH FAULT,1.00,,,1.00
HRD 334 STATISTIC SWITCH DRIVER,1.00,,,0.00
HRD 391 FAN FAIL,2.00,,,1.00
HRD 589 GMOV 3PH 415VAC,2.00,,,1.00
HRD319 SMPS FOR GATE DRIVE,1.00,,,1.00
HRS 373 CHARGER GATE DRIVER,1.00,,,1.00
HS type cable joint/terminals kit,4.00,,,2.00
HS type cable joint/terminals kit,4.00,,,2.00
HS type cable joint/terminals kit,6.00,,,3.00
HS type cable joint/terminals kit,8.00,,,4.00
HSS end mil M2,7.00,,,3.00
HT cable,2.00,,,0.00
HVU anchor capsule M20x170Mm,20.00,,,5.00
HX235-A blockage detector,3.00,,,1.00
HYDAC filter element. lube oil filter Turbine,5.00,,,2.00
Hacksaw,1.00,,,0.00
Hacksaw,2.00,,,0.00
"Half coupling 1"" Stainless steel",1.00,,,0.00
Half round file (used),1.00,,,1.00
Half threaded stud bolt M12x110Mm Material:GI,16.00,,,2.00
Half threaded stud nut bolt M16x90Mm Material:SS,3.00,,,2.00
Halogen bulb 1000W and 500W,7.00,,,2.00
Halogen bulb H11,10.00,,,5.00
Halogen bulb H7,8.00,,,4.00
Halogen bulb H9,10.00,,,5.00
Halogen lamp,2.00,,,1.00
Halogen lamp (only housing - used),9.00,,,3.00
Hammering screw driver,1.00,,,1.00
Handle for ball valve,11.00,,,5.00
Handle for ball valve typ375,6.00,,,3.00
Hanger clamp,25.00,,,10.00
Hanna Buffer solution PH 10,0.00,,,0.00
Hart TMT112,1.00,,,0.00
Havells 2 way switch with metal box 125A,1.00,,,0.00
Havells endura neo lamp 35W (used),4.00,,,3.00
Head gasket shellac,9.00,,,5.00
"Heat exchanger tube ÿ22Mm , 12.5Mm, 6Mm x 29700Mm",124.00,,,25.00
Heat shrink insulation sleeve  ÿ6Mm (black),90.00,,,20.00
Heat shrink insulation sleeve 10Cm (blue),13.00,,,5.00
Heat shrink insulation sleeve 10Cm (red),16.00,,,5.00
Heat shrink insulation sleeve 10Cm (yellow),11.00,,,5.00
